Status,Score,Match_type,Match_addr,City,Region,Country,LangCode,Addr_type,Distance,lon,lat,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,ARC_City,ARC_State,ORGANIZATI,CITY_1,STATE,COUNTRY_1,AWARDS,FUNDING
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,CASE WESTERN RESERVE UNIVERSITY,CLEVELAND,OH,UNITED STATES,387,174969605
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,CLEVELAND CLINIC LERNER COM-CWRU,CLEVELAND,OH,UNITED STATES,205,97054027
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,CLEVELAND STATE UNIVERSITY,CLEVELAND,OH,UNITED STATES,5,1989103
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,CLEVELAND CLINIC FOUNDATION,CLEVELAND,OH,UNITED STATES,1,2171415
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,"CLEVELAND MEDICAL DEVICES, INC.",CLEVELAND,OH,UNITED STATES,1,206663
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,CUYAHOGA COMMUNITY COLLEGE,CLEVELAND,OH,UNITED STATES,1,209620
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,"IMAGEIQ, INC.",CLEVELAND,OH,UNITED STATES,1,224851
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,"OPTIKIRA, LLC",CLEVELAND,OH,UNITED STATES,1,73151
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,SOCIETY FOR INVESTIGATIVE DERMATOLOGY,CLEVELAND,OH,UNITED STATES,1,25000
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,"SPR THERAPEUTICS, LLC",CLEVELAND,OH,UNITED STATES,2,1593353
M,100,A,"Cleveland, Ohio",Cleveland,Ohio,USA,ENG,Locality,0,-81.690719,41.504751,-81.690719,41.504751,-81.740721,-81.640721,41.45475,41.55475,CLEVELAND,OH,"THERMALIN DIABETES, LLC",CLEVELAND,OH,UNITED STATES,1,299991
M,100,A,"Hinckley, Ohio",Hinckley,Ohio,USA,ENG,SubAdmin,0,-81.745,41.236541,-81.745,41.236541,-81.795001,-81.695001,41.18654,41.28654,HINCKLEY,OH,"CLINICAL RESEARCH MANAGEMENT, INC.",HINCKLEY,OH,UNITED STATES,5,734907
M,100,A,"Statesboro, Georgia",Statesboro,Georgia,USA,ENG,Locality,0,-81.783329,32.448914,-81.783329,32.448914,-81.833331,-81.733331,32.39891,32.49891,STATESBORO,GA,GEORGIA SOUTHERN UNIVERSITY,STATESBORO,GA,UNITED STATES,1,1025946
M,100,A,"Berea, Ohio",Berea,Ohio,USA,ENG,Locality,0,-81.852568,41.365064,-81.852568,41.365064,-81.902571,-81.802571,41.31506,41.41506,BEREA,OH,BALDWIN-WALLACE COLLEGE,BEREA,OH,UNITED STATES,1,152000
M,100,A,"Fort Myers, Florida",Fort Myers,Florida,USA,ENG,Locality,0,-81.868078,26.64084,-81.868078,26.64084,-81.918081,-81.818081,26.59084,26.69084,FORT MYERS,FL,FLORIDA GULF COAST UNIVERSITY,FORT MYERS,FL,UNITED STATES,1,456265
M,100,A,"Strongsville, Ohio",Strongsville,Ohio,USA,ENG,Locality,0,-81.869387,41.296982,-81.869387,41.296982,-81.919391,-81.819391,41.24698,41.34698,STRONGSVILLE,OH,"LUMITEX, INC.",STRONGSVILLE,OH,UNITED STATES,1,220352
M,100,A,"Clinton, South Carolina",Clinton,South Carolina,USA,ENG,Locality,0,-81.88074,34.471764,-81.88074,34.471764,-81.930741,-81.830741,34.42176,34.52176,CLINTON,SC,PRESBYTERIAN COLLEGE,CLINTON,SC,UNITED STATES,1,90118
M,100,A,"Olmsted Falls, Ohio",Olmsted Falls,Ohio,USA,ENG,Locality,0,-81.909989,41.372701,-81.909989,41.372701,-81.959991,-81.859991,41.3227,41.4227,OLMSTED FALLS,OH,"H-CUBED, INC.",OLMSTED FALLS,OH,UNITED STATES,2,286675
M,100,A,"Wooster, Ohio",Wooster,Ohio,USA,ENG,Locality,0,-81.93437,40.805651,-81.93437,40.805651,-81.984371,-81.884371,40.75565,40.85565,WOOSTER,OH,COLLEGE OF WOOSTER,WOOSTER,OH,UNITED STATES,1,284276
M,100,A,"Spartanburg, South Carolina",Spartanburg,South Carolina,USA,ENG,Locality,0,-81.93487,34.948253,-81.93487,34.948253,-81.984871,-81.884871,34.89825,34.99825,SPARTANBURG,SC,SPARTANBURG REGIONAL MEDICAL CENTER,SPARTANBURG,SC,UNITED STATES,1,495417
M,100,A,"Augusta, Georgia",Augusta,Georgia,USA,ENG,Locality,0,-81.975311,33.47909,-81.975311,33.47909,-82.025311,-81.925311,33.42909,33.52909,AUGUSTA,GA,GEORGIA REGENTS UNIVERSITY,AUGUSTA,GA,UNITED STATES,119,46042004
M,100,A,"Athens, Ohio",Athens,Ohio,USA,ENG,Locality,0,-82.104441,39.328503,-82.104441,39.328503,-82.154441,-82.054441,39.2785,39.3785,ATHENS,OH,OHIO UNIVERSITY ATHENS,ATHENS,OH,UNITED STATES,11,3615440
M,100,A,"Ashland, Ohio",Ashland,Ohio,USA,ENG,Locality,0,-82.315337,40.868651,-82.315337,40.868651,-82.365341,-82.265341,40.81865,40.91865,ASHLAND,OH,ASHLAND UNIVERSITY,ASHLAND,OH,UNITED STATES,1,305615
M,100,A,"Gainesville, Florida",Gainesville,Florida,USA,ENG,Locality,0,-82.323179,29.651951,-82.323179,29.651951,-82.373181,-82.273181,29.60195,29.70195,GAINESVILLE,FL,"ATHENA GROUP, INC.",GAINESVILLE,FL,UNITED STATES,1,499060
M,100,A,"Gainesville, Florida",Gainesville,Florida,USA,ENG,Locality,0,-82.323179,29.651951,-82.323179,29.651951,-82.373181,-82.273181,29.60195,29.70195,GAINESVILLE,FL,UNIVERSITY OF FLORIDA,GAINESVILLE,FL,UNITED STATES,382,148089739
M,100,A,"Johnson City, Tennessee",Johnson City,Tennessee,USA,ENG,Locality,0,-82.345278,36.320081,-82.345278,36.320081,-82.395281,-82.295281,36.27008,36.37008,JOHNSON CITY,TN,EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,UNITED STATES,13,4174322
M,100,A,"Greenville, South Carolina",Greenville,South Carolina,USA,ENG,Locality,0,-82.400109,34.848274,-82.400109,34.848274,-82.450111,-82.350111,34.79827,34.89827,GREENVILLE,SC,FURMAN UNIVERSITY,GREENVILLE,SC,UNITED STATES,1,347171
M,100,A,"Greenville, South Carolina",Greenville,South Carolina,USA,ENG,Locality,0,-82.400109,34.848274,-82.400109,34.848274,-82.450111,-82.350111,34.79827,34.89827,GREENVILLE,SC,GREENVILLE HEALTH SYSTEM,GREENVILLE,SC,UNITED STATES,1,1011411
M,100,A,"Greenville, South Carolina",Greenville,South Carolina,USA,ENG,Locality,0,-82.400109,34.848274,-82.400109,34.848274,-82.450111,-82.350111,34.79827,34.89827,GREENVILLE,SC,"KIYATEC, LLC",GREENVILLE,SC,UNITED STATES,1,1499547
M,100,A,"Greenville, South Carolina",Greenville,South Carolina,USA,ENG,Locality,0,-82.400109,34.848274,-82.400109,34.848274,-82.450111,-82.350111,34.79827,34.89827,Greenville,SC,"NUBAD, LLC",Greenville,SC,UNITED STATES,3,836967
M,100,A,"Greenville, South Carolina",Greenville,South Carolina,USA,ENG,Locality,0,-82.400109,34.848274,-82.400109,34.848274,-82.450111,-82.350111,34.79827,34.89827,GREENVILLE,SC,"PURILOGICS, LLC",GREENVILLE,SC,UNITED STATES,1,150000
M,100,A,"Huntington, West Virginia",Huntington,West Virginia,USA,ENG,Locality,0,-82.445369,38.419824,-82.445369,38.419824,-82.495371,-82.395371,38.36982,38.46982,HUNTINGTON,WV,MARSHALL UNIVERSITY,HUNTINGTON,WV,UNITED STATES,5,5073516
M,100,A,"Williston, Florida",Williston,Florida,USA,ENG,Locality,0,-82.445771,29.387644,-82.445771,29.387644,-82.495771,-82.395771,29.33764,29.43764,WILLISTON,FL,"SUN BIOPHARMA, INC.",WILLISTON,FL,UNITED STATES,1,225000
M,100,A,"Tampa, Florida",Tampa,Florida,USA,ENG,Locality,0,-82.459267,27.946533,-82.459267,27.946533,-82.509271,-82.409271,27.89653,27.99653,TAMPA,FL,FLORIDA ASSN OF PEDIATRIC TUMOR PROG,TAMPA,FL,UNITED STATES,1,505000
M,100,A,"Tampa, Florida",Tampa,Florida,USA,ENG,Locality,0,-82.459267,27.946533,-82.459267,27.946533,-82.509271,-82.409271,27.89653,27.99653,TAMPA,FL,H. LEE MOFFITT CANCER CTR & RES INST,TAMPA,FL,UNITED STATES,75,32059235
M,100,A,"Tampa, Florida",Tampa,Florida,USA,ENG,Locality,0,-82.459267,27.946533,-82.459267,27.946533,-82.509271,-82.409271,27.89653,27.99653,TAMPA,FL,"JAEB CENTER FOR HEALTH RESEARCH, INC.",TAMPA,FL,UNITED STATES,3,9824494
M,100,A,"Tampa, Florida",Tampa,Florida,USA,ENG,Locality,0,-82.459267,27.946533,-82.459267,27.946533,-82.509271,-82.409271,27.89653,27.99653,TAMPA,FL,UNIVERSITY OF SOUTH FLORIDA,TAMPA,FL,UNITED STATES,96,63245499
M,100,A,"Alachua, Florida",Alachua,Florida,USA,ENG,Locality,0,-82.494278,29.79309,-82.494278,29.79309,-82.544281,-82.444281,29.74309,29.84309,ALACHUA,FL,ALCHEM LABORATORIES CORPORATION,ALACHUA,FL,UNITED STATES,1,522411
M,100,A,"Alachua, Florida",Alachua,Florida,USA,ENG,Locality,0,-82.494278,29.79309,-82.494278,29.79309,-82.544281,-82.444281,29.74309,29.84309,ALACHUA,FL,"FIREBIRD BIOMOLECULAR SCIENCES, LLC",ALACHUA,FL,UNITED STATES,3,433123
M,100,A,"Alachua, Florida",Alachua,Florida,USA,ENG,Locality,0,-82.494278,29.79309,-82.494278,29.79309,-82.544281,-82.444281,29.74309,29.84309,ALACHUA,FL,FOUNDATION FOR APPLIED MOLECULAR EVOLUTN,ALACHUA,FL,UNITED STATES,1,393097
M,100,A,"Alachua, Florida",Alachua,Florida,USA,ENG,Locality,0,-82.494278,29.79309,-82.494278,29.79309,-82.544281,-82.444281,29.74309,29.84309,ALACHUA,FL,"NANOTHERAPEUTICS, INC.",ALACHUA,FL,UNITED STATES,2,2063956
M,100,A,"Alachua, Florida",Alachua,Florida,USA,ENG,Locality,0,-82.494278,29.79309,-82.494278,29.79309,-82.544281,-82.444281,29.74309,29.84309,ALACHUA,FL,"OPTIMA NEUROSCIENCE, INC.",ALACHUA,FL,UNITED STATES,1,629208
M,100,A,"Alachua, Florida",Alachua,Florida,USA,ENG,Locality,0,-82.494278,29.79309,-82.494278,29.79309,-82.544281,-82.444281,29.74309,29.84309,ALACHUA,FL,"VELOCITY LABORATORIES, LLC",ALACHUA,FL,UNITED STATES,1,138419
M,100,A,"Sarasota, Florida",Sarasota,Florida,USA,ENG,Locality,0,-82.539627,27.338882,-82.539627,27.338882,-82.589631,-82.489631,27.28888,27.38888,SARASOTA,FL,"ROSKAMP INSTITUTE, INC.",SARASOTA,FL,UNITED STATES,3,914032
M,100,A,"Newberry, Florida",Newberry,Florida,USA,ENG,Locality,0,-82.6123,29.646163,-82.6123,29.646163,-82.662301,-82.562301,29.59616,29.69616,NEWBERRY,FL,"ETECT, INC.",NEWBERRY,FL,UNITED STATES,1,70000
M,100,A,"St Petersburg, Florida",St Petersburg,Florida,USA,ENG,Locality,0,-82.638758,27.771192,-82.638758,27.771192,-82.688761,-82.588761,27.72119,27.82119,SAINT PETERSBURG,FL,ECKERD COLLEGE,SAINT PETERSBURG,FL,UNITED STATES,1,210191
T,100,A,"Palm Harbor, Florida",Palm Harbor,Florida,USA,ENG,SubAdmin,0,-82.740488,28.078932,-82.740488,28.078932,-82.790491,-82.690491,28.02893,28.12893,PALM HARBOR,FL,"HOLOMIC, LLC",PALM HARBOR,FL,UNITED STATES,1,224661
M,100,A,"Clemson, South Carolina",Clemson,South Carolina,USA,ENG,Locality,0,-82.839538,34.682593,-82.839538,34.682593,-82.889541,-82.789541,34.63259,34.73259,CLEMSON,SC,CLEMSON UNIVERSITY,CLEMSON,SC,UNITED STATES,21,9695822
M,100,A,"Clemson, South Carolina",Clemson,South Carolina,USA,ENG,Locality,0,-82.839538,34.682593,-82.839538,34.682593,-82.889541,-82.789541,34.63259,34.73259,CLEMSON,SC,"RECOVR, INC.",CLEMSON,SC,UNITED STATES,1,488474
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,BATTELLE CENTERS/PUB HLTH RES & EVALUATN,COLUMBUS,OH,UNITED STATES,22,24216100
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,BATTELLE MEMORIAL INSTITU,COLUMBUS,OH,UNITED STATES,12,10492024
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,"COLUMBUS NANOWORKS, INC.",COLUMBUS,OH,UNITED STATES,1,50000
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,COLUMBUS COMMUNITY CLINICAL ONCOLOGY PRG,COLUMBUS,OH,UNITED STATES,1,410800
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,"GENERAL INNOVATIONS AND GOODS, INC.",COLUMBUS,OH,UNITED STATES,1,1
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,"HYPER TECH RESEARCH, INC.",COLUMBUS,OH,UNITED STATES,1,500461
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,"LEADSCOPE, INC.",COLUMBUS,OH,UNITED STATES,1,149460
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,"NANOFIBER SOLUTIONS, LLC",COLUMBUS,OH,UNITED STATES,2,229999
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,OHIO STATE UNIVERSITY,COLUMBUS,OH,UNITED STATES,402,157377525
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,"RASHMIVU, LLC",COLUMBUS,OH,UNITED STATES,1,41519
M,100,A,"Columbus, Ohio",Columbus,Ohio,USA,ENG,Locality,0,-83.002749,39.961991,-83.002749,39.961991,-83.052751,-82.952751,39.91199,40.01199,COLUMBUS,OH,RESEARCH INST NATIONWIDE CHILDREN'S HOSP,COLUMBUS,OH,UNITED STATES,77,30756494
M,100,A,"Detroit, Michigan",Detroit,Michigan,USA,ENG,Locality,0,-83.04792,42.331682,-83.04792,42.331682,-83.097921,-82.997921,42.28168,42.38168,DETROIT,MI,"21ST CENTURY THERAPEUTICS, INC.",DETROIT,MI,UNITED STATES,1,4784
M,100,A,"Detroit, Michigan",Detroit,Michigan,USA,ENG,Locality,0,-83.04792,42.331682,-83.04792,42.331682,-83.097921,-82.997921,42.28168,42.38168,DETROIT,MI,"DETROIT R & D, INC.",DETROIT,MI,UNITED STATES,1,249723
M,100,A,"Detroit, Michigan",Detroit,Michigan,USA,ENG,Locality,0,-83.04792,42.331682,-83.04792,42.331682,-83.097921,-82.997921,42.28168,42.38168,DETROIT,MI,Henry Ford Health System,DETROIT,MI,UNITED STATES,31,16216485
M,100,A,"Detroit, Michigan",Detroit,Michigan,USA,ENG,Locality,0,-83.04792,42.331682,-83.04792,42.331682,-83.097921,-82.997921,42.28168,42.38168,DETROIT,MI,"INTERNATIONAL UNION, UAW OF AMER AFL-CIO",DETROIT,MI,UNITED STATES,2,951000
M,100,A,"Detroit, Michigan",Detroit,Michigan,USA,ENG,Locality,0,-83.04792,42.331682,-83.04792,42.331682,-83.097921,-82.997921,42.28168,42.38168,DETROIT,MI,"MIRNATECH INTERNATIONAL, INC.",DETROIT,MI,UNITED STATES,1,267900
M,100,A,"Detroit, Michigan",Detroit,Michigan,USA,ENG,Locality,0,-83.04792,42.331682,-83.04792,42.331682,-83.097921,-82.997921,42.28168,42.38168,DETROIT,MI,UNIVERSITY OF DETROIT MERCY,DETROIT,MI,UNITED STATES,3,4351857
M,100,A,"Detroit, Michigan",Detroit,Michigan,USA,ENG,Locality,0,-83.04792,42.331682,-83.04792,42.331682,-83.097921,-82.997921,42.28168,42.38168,DETROIT,MI,WAYNE STATE UNIVERSITY,DETROIT,MI,UNITED STATES,145,62618043
M,100,A,"Delaware, Ohio",Delaware,Ohio,USA,ENG,Locality,0,-83.065789,40.300744,-83.065789,40.300744,-83.115791,-83.015791,40.25074,40.35074,DELAWARE,OH,"METALLOPHARM, LLC",DELAWARE,OH,UNITED STATES,1,224974
T,100,A,"Dublin, Ohio",Dublin,Ohio,USA,ENG,Locality,0,-83.133089,40.10497,-83.133089,40.10497,-83.183091,-83.083091,40.05497,40.15497,DUBLIN,OH,"GUILD ASSOCIATES, INC.",DUBLIN,OH,UNITED STATES,2,735050
T,100,A,"Dublin, Ohio",Dublin,Ohio,USA,ENG,Locality,0,-83.133089,40.10497,-83.133089,40.10497,-83.183091,-83.083091,40.05497,40.15497,DUBLIN,OH,"NAVIDEA BIOPHARMACEUTICALS, INC.",DUBLIN,OH,UNITED STATES,4,2679756
M,100,A,"Rochester, Michigan",Rochester,Michigan,USA,ENG,Locality,0,-83.137019,42.683422,-83.137019,42.683422,-83.187021,-83.087021,42.63342,42.73342,ROCHESTER,MI,OAKLAND UNIVERSITY,ROCHESTER,MI,UNITED STATES,10,3995995
M,100,A,"Royal Oak, Michigan",Royal Oak,Michigan,USA,ENG,Locality,0,-83.142437,42.488153,-83.142437,42.488153,-83.192441,-83.092441,42.43815,42.53815,ROYAL OAK,MI,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,UNITED STATES,4,2058764
M,100,A,"Troy, Michigan",Troy,Michigan,USA,ENG,Locality,0,-83.154491,42.562372,-83.154491,42.562372,-83.204491,-83.104491,42.51237,42.61237,TROY,MI,KELLY SERVICES INC,TROY,MI,UNITED STATES,2,130687
M,100,A,"Milledgeville, Georgia",Milledgeville,Georgia,USA,ENG,Locality,0,-83.226208,33.081411,-83.226208,33.081411,-83.276211,-83.176211,33.03141,33.13141,MILLEDGEVILLE,GA,GEORGIA COLLEGE AND STATE UNIVERSITY,MILLEDGEVILLE,GA,UNITED STATES,1,381357
M,100,A,"Athens, Georgia",Athens,Georgia,USA,ENG,Locality,0,-83.373248,33.958134,-83.373248,33.958134,-83.423251,-83.323251,33.90813,34.00813,ATHENS,GA,ABEOME CORPORATION,ATHENS,GA,UNITED STATES,1,809592
M,100,A,"Athens, Georgia",Athens,Georgia,USA,ENG,Locality,0,-83.373248,33.958134,-83.373248,33.958134,-83.423251,-83.323251,33.90813,34.00813,ATHENS,GA,"ARUNA BIOMEDICAL, INC.",ATHENS,GA,UNITED STATES,1,225000
M,100,A,"Athens, Georgia",Athens,Georgia,USA,ENG,Locality,0,-83.373248,33.958134,-83.373248,33.958134,-83.423251,-83.323251,33.90813,34.00813,ATHENS,GA,"GLYCOSENSORS AND DIAGNOSTICS, LLC",ATHENS,GA,UNITED STATES,1,349282
M,100,A,"Athens, Georgia",Athens,Georgia,USA,ENG,Locality,0,-83.373248,33.958134,-83.373248,33.958134,-83.423251,-83.323251,33.90813,34.00813,ATHENS,GA,"GLYCOSCIENTIFIC, LLC",ATHENS,GA,UNITED STATES,1,242306
M,100,A,"Athens, Georgia",Athens,Georgia,USA,ENG,Locality,0,-83.373248,33.958134,-83.373248,33.958134,-83.423251,-83.323251,33.90813,34.00813,ATHENS,GA,"IS3D, LLC",ATHENS,GA,UNITED STATES,1,470553
M,100,A,"Athens, Georgia",Athens,Georgia,USA,ENG,Locality,0,-83.373248,33.958134,-83.373248,33.958134,-83.423251,-83.323251,33.90813,34.00813,ATHENS,GA,"REPROTOX BIOTECH, LLC",ATHENS,GA,UNITED STATES,1,202115
M,100,A,"Athens, Georgia",Athens,Georgia,USA,ENG,Locality,0,-83.373248,33.958134,-83.373248,33.958134,-83.423251,-83.323251,33.90813,34.00813,ATHENS,GA,UNIVERSITY OF GEORGIA,ATHENS,GA,UNITED STATES,139,49894047
T,100,A,"Plymouth, Michigan",Plymouth,Michigan,USA,ENG,Locality,0,-83.467479,42.372453,-83.467479,42.372453,-83.517481,-83.417481,42.32245,42.42245,PLYMOUTH,MI,ADVAITA CORPORATION,PLYMOUTH,MI,UNITED STATES,1,586812
T,100,A,"Plymouth, Michigan",Plymouth,Michigan,USA,ENG,Locality,0,-83.467479,42.372453,-83.467479,42.372453,-83.517481,-83.417481,42.32245,42.42245,PLYMOUTH,MI,"DELPHINUS MEDICAL TECHNOLOGIES, INC.",PLYMOUTH,MI,UNITED STATES,2,1333394
T,100,A,"Plymouth, Michigan",Plymouth,Michigan,USA,ENG,Locality,0,-83.467479,42.372453,-83.467479,42.372453,-83.517481,-83.417481,42.32245,42.42245,PLYMOUTH,MI,"ZIETCHICK RESEARCH INSTITUTE, LLC",PLYMOUTH,MI,UNITED STATES,1,225000
M,100,A,"Toledo, Ohio",Toledo,Ohio,USA,ENG,Locality,0,-83.536258,41.653814,-83.536258,41.653814,-83.586261,-83.486261,41.60381,41.70381,TOLEDO,OH,"INTEGRATED SENSORS, LLC",TOLEDO,OH,UNITED STATES,1,581437
M,100,A,"Toledo, Ohio",Toledo,Ohio,USA,ENG,Locality,0,-83.536258,41.653814,-83.536258,41.653814,-83.586261,-83.486261,41.60381,41.70381,TOLEDO,OH,UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS,TOLEDO,OH,UNITED STATES,22,8946764
M,100,A,"Toledo, Ohio",Toledo,Ohio,USA,ENG,Locality,0,-83.536258,41.653814,-83.536258,41.653814,-83.586261,-83.486261,41.60381,41.70381,TOLEDO,OH,UNIVERSITY OF TOLEDO,TOLEDO,OH,UNITED STATES,11,2809735
T,100,A,"Macon, Georgia",Macon,Georgia,USA,ENG,Locality,0,-83.627577,32.83968,-83.627577,32.83968,-83.677581,-83.577581,32.78968,32.88968,MACON,GA,MERCER UNIVERSITY MACON,MACON,GA,UNITED STATES,3,569538
M,100,A,"Bowling Green, Ohio",Bowling Green,Ohio,USA,ENG,Locality,0,-83.650457,41.375452,-83.650457,41.375452,-83.700461,-83.600461,41.32545,41.42545,BOWLING GREEN,OH,BOWLING GREEN STATE UNIVERSITY,BOWLING GREEN,OH,UNITED STATES,3,749995
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,"ALLUVIUM BIOSCIENCES, INC.",ANN ARBOR,MI,UNITED STATES,1,224910
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,ARBOR RESEARCH COLLABORATIVE FOR HEALTH,ANN ARBOR,MI,UNITED STATES,3,1265526
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,"BIOCREDE, INC.",ANN ARBOR,MI,UNITED STATES,2,732273
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,BIOMEDWARE,ANN ARBOR,MI,UNITED STATES,2,1204069
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,"BRIO DEVICE, LLC",ANN ARBOR,MI,UNITED STATES,1,147652
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,"DIAPIN THERAPEUTICS, LLC",ANN ARBOR,MI,UNITED STATES,1,724860
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,"EXO DYNAMICS, LLC",ANN ARBOR,MI,UNITED STATES,1,224478
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,"HARP ENGINEERING, LLC",ANN ARBOR,MI,UNITED STATES,1,150000
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,KOESTER PERFORMANCE RESEARCH,ANN ARBOR,MI,UNITED STATES,1,491301
M,100,A,"Ann Arbor, Michigan",Ann Arbor,Michigan,USA,ENG,Locality,0,-83.748467,42.282103,-83.748467,42.282103,-83.798471,-83.698471,42.2321,42.3321,ANN ARBOR,MI,"MEMSTIM, LLC",ANN ARBOR,MI,UNITED STATES,1,767241
